,problem_id,problem,dim,size,seed,metric,feature.ela_meta.lin_simple.adj_r2,feature.ela_meta.lin_simple.intercept,feature.ela_meta.lin_simple.coef.min,feature.ela_meta.lin_simple.coef.max,feature.ela_meta.lin_simple.coef.max_by_min,feature.ela_meta.lin_w_interact.adj_r2,feature.ela_meta.quad_simple.adj_r2,feature.ela_meta.quad_simple.cond,feature.ela_meta.quad_w_interact.adj_r2,feature.ela_distr.skewness,feature.ela_distr.kurtosis,feature.ela_distr.number_of_peaks,feature.disp.ratio_mean_02,feature.disp.ratio_mean_05,feature.disp.ratio_mean_10,feature.disp.ratio_mean_25,feature.disp.ratio_median_02,feature.disp.ratio_median_05,feature.disp.ratio_median_10,feature.disp.ratio_median_25,feature.disp.diff_mean_02,feature.disp.diff_mean_05,feature.disp.diff_mean_10,feature.disp.diff_mean_25,feature.disp.diff_median_02,feature.disp.diff_median_05,feature.disp.diff_median_10,feature.disp.diff_median_25,feature.ic.h_max,feature.ic.eps_s,feature.ic.eps_max,feature.ic.eps_ratio,feature.ic.m0,feature.pca.expl_var.cov_x,feature.pca.expl_var.cor_x,feature.pca.expl_var.cov_init,feature.pca.expl_var.cor_init,feature.pca.expl_var_PC1.cov_x,feature.pca.expl_var_PC1.cor_x,feature.pca.expl_var_PC1.cov_init,feature.pca.expl_var_PC1.cor_init,feature.vm.sector_30,feature.vm.sector_45,feature.vm.sector_60,feature.vm.sector_90,feature.vm.sector_120,feature.vm.sector_135,feature.vm.sector_150,feature.vm.ratio_0.05,feature.vm.ratio_0.25,feature.vm.ratio_0.5,feature.vm.ratio_0.75,feature.vm.ratio_0.95,feature.vm.ic_0,feature.vm.ic_1,feature.vm.ic_2,feature.vm.ic_3,feature.vm.icp_0,feature.vm.icp_1,feature.vm.icp_2,feature.vm.icp_3,feature.vm.ic_max,feature.vm.ic_max_eps,feature.vm.icp_init,feature.vm.eps_ic_s,feature.vm.eps_icp_half,feature.vm.eps_min,feature.vm.eps_max,feature.vm.gic_eps1_0,feature.vm.gic_eps1_1,feature.vm.gic_eps1_2,feature.vm.gic_eps1_3,feature.vm.gic_eps2_0,feature.vm.gic_eps2_1,feature.vm.gic_eps2_2,feature.vm.gic_eps2_3,feature.vm.gicp_eps1_0,feature.vm.gicp_eps1_1,feature.vm.gicp_eps1_2,feature.vm.gicp_eps1_3,feature.vm.gicp_eps2_0,feature.vm.gicp_eps2_1,feature.vm.gicp_eps2_2,feature.vm.gicp_eps2_3,nu,length_scale,metric_value
0,bbob.attractive_sector_2,bbob.attractive_sector,2,10,12,suitability_ext,-0.2758845195238009,199101.528312311,3233.6127054760045,5968.549570617299,1.845783683528265,0.8069950714201067,0.7884478470637305,9.68162744116201,1.0,0.8621221511588124,-0.29481453129367674,1.0,,,,0.3553149204787763,,,,0.444932361663289,,,,-4.004149810631191,,,,-3.652089311288624,0.8704188162777186,5.210210210210209,16952.323415541214,4.609609609609609,0.5,1.0,1.0,0.3333333333333333,1.0,0.80576310029432,0.7905814711415126,0.9999999991696142,0.5278489751062764,0.0,0.04330042868114553,0.04330042868114553,0.04330042868114553,0.42494741259424207,0.7663944860468858,0.9540170573911001,38.0,107.0,121.0,133.0,144.0,0.45343114998906864,0.39019532332453377,0.34597262541823603,0.0,0.146333805513671,0.0,0.0,0.0,0.5526394917932057,0.07751753078534086,0.146333805513671,0.9836491183639258,0.04425316794633865,0.03136312907451787,0.9836491183639258,0.557230598420221,0.5447768929839601,0.5406442921048163,0.5406442921048163,0.6374005317015635,0.4828189620421372,0.5073332649516163,0.484639398151927,0.146333805513671,0.10462322265651737,0.10462322265651737,0.10462322265651737,0.146333805513671,0.041710582857153636,0.041710582857153636,0.041710582857153636,0.5,3.0712709121424395,0.9739130434782609
1,bbob.attractive_sector_2,bbob.attractive_sector,2,11,12,suitability_ext,-0.24442363403037715,202140.45648788023,2982.6590161268214,4008.1264328947777,1.343809805687944,0.7969458240713954,0.6777885507058287,3.066666738154735,,0.879955402079837,-0.02220337923665694,1.0,,,0.46924055823421235,0.3537384020413031,,,0.4240119921185001,0.4240119921185001,,,-3.3112476458346234,-4.031830668362112,,,-3.976717847850058,-3.976717847850058,0.9181048728121299,5.210210210210209,21850.16339617021,4.609609609609609,0.4444444444444444,1.0,1.0,0.3333333333333333,1.0,0.8094760545027836,0.8035378600668249,0.9999999990641905,0.5357718404001105,0.0,0.035605499824565984,0.07869859406770574,0.1291561055641403,0.4810408717225023,0.7618093094541689,0.9621886963971993,38.0,105.0,121.0,133.0,144.0,0.4402213208323192,0.4809622635567527,0.338419856112954,0.0,0.1211190846405321,0.0,0.0,0.0,0.6216822700292427,0.13679658727894353,0.1211190846405321,1.030689341923093,0.046369449936058287,0.032862981588628,1.030689341923093,0.6331504454115143,0.5718860281812207,0.5241047733907289,0.5241047733907289,0.610881880792859,0.5307682258558749,0.5525463112086211,0.4756948363004736,0.1211190846405321,0.08659563602421391,0.08659563602421391,0.08659563602421391,0.1211190846405321,0.034523448616318175,0.034523448616318175,0.034523448616318175,0.5,3.315466145869389,0.9750841750841751
2,bbob.attractive_sector_2,bbob.attractive_sector,2,12,12,suitability_ext,-0.14465473750012192,195500.52966393897,10421.545517753006,12793.430647682624,1.2275943741635187,0.5790754747913849,0.43042825573939425,2.4851363993260467,0.9986620388344936,0.8940582273434041,0.027233237132036958,1.0,,,0.6921941233555395,0.6795908758393168,,,0.6746673800160581,0.6746673800160581,,,-1.9418328669346234,-2.0213420709950194,,,-2.1057206025256923,-2.1057206025256923,0.8733366442569583,5.210210210210209,21850.16339617021,4.609609609609609,0.4,1.0,1.0,0.3333333333333333,1.0,0.7421863210440214,0.7332740971584256,0.9999999991155192,0.4890085591109408,0.023969305575823652,0.05163035387688462,0.08510833248060698,0.12430754803806558,0.4769862611568196,0.7867755522712834,0.942445432713292,38.0,105.0,121.0,132.0,144.0,0.3697800418377152,0.4595276802525399,0.3232310900738242,0.0,0.258559087511389,0.0,0.0,0.0,0.6247898973261304,0.13379422939844804,0.258559087511389,1.008068176222844,0.03433314565916954,0.02881677487502522,1.008068176222844,0.6154013030280794,0.5880281032895699,0.5945428624506366,0.5945428624506366,0.6541159649628757,0.5043146133744791,0.5483994844833067,0.49510284748381733,0.258559087511389,0.20815600965374723,0.20815600965374723,0.20815600965374723,0.258559087511389,0.050403077857641795,0.050403077857641795,0.050403077857641795,0.5,3.9343585973905886,0.9771825396825397
3,bbob.attractive_sector_2,bbob.attractive_sector,2,13,12,suitability_ext,-0.1353758935038667,185007.46497081092,10667.548051099948,10746.250719361546,1.007377765526304,0.5473013704078746,0.4752285808417225,2.4270367287032966,0.9958706203014458,1.011456431339542,0.30629731877846744,1.0,,,0.7172831041523134,0.593345816098728,,,0.6871260970030152,0.574964974139835,,,-1.7211709643040995,-2.475697010414018,,,-1.9883633286001308,-2.7011650722403164,0.8326286759916378,5.210210210210209,35444.556739704356,4.609609609609609,0.36363636363636365,1.0,1.0,0.3333333333333333,1.0,0.7467213159596027,0.7397777262002987,0.9999999991198252,0.4939944439968156,0.05856254962108074,0.07939279570274944,0.1046035008445943,0.19331221574934743,0.5279404845885322,0.8175142571053243,0.9077725859628675,26.0,104.0,113.0,130.0,164.0,0.3669300867963712,0.4599860640713528,0.28526644827349107,0.0,0.25716312649765816,0.0,0.0,0.0,0.6676228998046219,0.1367636664926951,0.25716312649765816,1.0304413013528642,0.05538271828775364,0.029456336092539583,1.0304413013528642,0.6064028609456561,0.6302734028270472,0.5838833549525693,0.5838833549525693,0.6673204667094887,0.5441222759251725,0.556397514156798,0.522440457321934,0.25716312649765816,0.17919988570038564,0.17919988570038564,0.17919988570038564,0.25716312649765816,0.07796324079727249,0.07796324079727249,0.07796324079727249,0.5,4.2457738541970285,0.9798198198198198
4,bbob.attractive_sector_2,bbob.attractive_sector,2,14,12,suitability_ext,-0.1364391949403947,176709.85666194587,7477.685539029856,9377.80781882975,1.2541056681084255,0.5405698832536,0.4857647689391621,1.8877718610506156,0.9970381411816143,1.1134008337497152,0.6482812946506344,2.0,,,0.7282067672759062,0.6023820108359728,,,0.6956987316548846,0.5821382785484737,,,-1.6298467729968769,-2.384372819106795,,,-1.910052916617616,-2.6228546602578016,0.6934264036172708,5.210210210210209,37992.24255184217,4.80980980980981,0.25,1.0,1.0,0.3333333333333333,1.0,0.7302966878560071,0.7273250088207363,0.9999999990856436,0.48738140685768333,0.06146879230663048,0.07623152034970578,0.09409874968170803,0.2633836283817083,0.5005400262960545,0.7622128769817789,0.8568637374701298,19.0,79.0,119.0,132.0,174.0,0.3628044285227244,0.426678910443385,0.27458541517803153,0.0,0.30999025606889125,0.0,0.0,0.0,0.7069281468320681,0.14123725985192473,0.30999025606889125,1.0641474418873043,0.12086328176219946,0.0304198644397257,1.0641474418873043,0.6731393795250851,0.6527918350217391,0.6002972405227232,0.6002972405227232,0.6938244450977124,0.5731457945786174,0.5637916910473643,0.5179010041269532,0.30999025606889125,0.2347366715674182,0.2347366715674182,0.2347366715674182,0.30999025606889125,0.07525358450147306,0.07525358450147306,0.07525358450147306,0.5,4.30910894767798,0.9722885809842332
5,bbob.attractive_sector_2,bbob.attractive_sector,2,15,12,suitability_ext,-0.12263647129408262,173831.61941416393,6797.968786132617,9523.846388964375,1.4009841304938555,0.5341266424251256,0.5031883177581733,1.922020504358457,0.9975022519152863,1.2017557104385113,0.9957753178824054,2.0,,,0.7507382213508034,0.6210203196551389,,,0.6997345896898538,0.5855153544895988,,,-1.4498731619306628,-2.204399208040581,,,-1.87384994872939,-2.5866516923695757,0.7023913154087209,5.210210210210209,13462.60579298911,4.78978978978979,0.3076923076923077,1.0,1.0,0.3333333333333333,1.0,0.7363850690019128,0.7344274629462122,0.999999999061322,0.49361299238189843,0.10465931116598598,0.13343148003723462,0.14930337650789668,0.27336343381561173,0.6070007350379006,0.7423181130797878,0.8507439456381559,10.0,81.0,110.0,133.0,173.0,0.45892708914013725,0.43966101442915,0.23549403791013965,0.0,0.3375595702100338,0.0,0.0,0.0,0.6767857772429322,0.14584445148294042,0.3375595702100338,1.0988601741618478,0.12480586958085084,0.035036572324090166,1.0988601741618478,0.6381128511392965,0.6569040763698694,0.5905797324519584,0.5905797324519584,0.720744592239535,0.5659867416347173,0.5578902028550449,0.5522000500230249,0.3375595702100338,0.20565083918971225,0.20565083918971225,0.20565083918971225,0.3375595702100338,0.13190873102032152,0.13190873102032152,0.13190873102032152,0.5,4.518275594696475,0.9781488352916924
6,bbob.attractive_sector_2,bbob.attractive_sector,2,16,12,suitability_ext,-0.11477760571768525,169903.57933861806,7064.920601560933,8796.655063128894,1.245117328167191,0.542037974051035,0.48203251713094875,1.7920728596403561,0.9973715689163942,1.2922831215687014,1.3470248593708405,2.0,,,0.7639715701946307,0.6319671161487483,,,0.7601701386628866,0.6360858742296663,,,-1.3491180975505346,-2.103644143660453,,,-1.3777020327189105,-2.090503776359096,0.8310026385347145,5.210210210210209,21850.16339617021,4.78978978978979,0.35714285714285715,1.0,1.0,0.3333333333333333,1.0,0.7430094164506745,0.7406109234504752,0.9999999990397298,0.4958182648576777,0.06821434202903019,0.0942551767346249,0.10887298414748381,0.27192956694123627,0.6285584823456356,0.7909835140089578,0.8804283083584292,11.0,85.0,108.0,129.0,173.0,0.43109034951708186,0.4565597578843825,0.21397954908695677,0.0,0.2548289006818959,0.0,0.0,0.0,0.6665875774984064,0.15012350563443158,0.2548289006818959,1.1311005654989534,0.12846765492084966,0.036064540057747466,1.1311005654989534,0.629158110264978,0.658978890275687,0.5757700315598724,0.5757700315598724,0.6830563657409047,0.5646052428681457,0.521399666953393,0.5328593572314839,0.2548289006818959,0.16156528723133873,0.16156528723133873,0.16156528723133873,0.2548289006818959,0.09326361345055718,0.09326361345055718,0.09326361345055718,0.5,4.67342205800715,0.9718501261890895
7,bbob.attractive_sector_2,bbob.attractive_sector,2,17,12,suitability_ext,-0.06996471970871565,179639.64036760642,10087.010934910357,12380.902312006501,1.2274104183982952,0.5720427536067021,0.5418935562843321,1.7958437034733306,0.9970148415685003,1.0622850863679734,0.6133854005526298,2.0,,,0.7585825719951134,0.5681398030193197,,,0.7689496129888209,0.527827824082957,,,-1.3897241553592465,-2.486011687068862,,,-1.3121142916766768,-2.6814231656008882,0.8012728991211683,5.210210210210209,21850.16339617021,4.78978978978979,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.7408396084355918,0.7408215533662719,0.999999999067227,0.49576272607544164,0.03344968819666627,0.05793704957939925,0.07168282757725143,0.23418779311364976,0.6401516611839249,0.7812207223546971,0.8653296623253954,39.0,90.0,108.0,129.0,173.0,0.32878210761694165,0.5086490837583741,0.2674109943730872,0.0,0.2739772155653261,0.0219716694498255,0.0,0.0,0.647473790723958,0.14717181498188425,0.2739772155653261,1.1088611503443122,0.09084045870822144,0.031698056630318446,1.1088611503443122,0.5596113386415964,0.6652284521116977,0.6287247176668006,0.5961344905000022,0.677123153825191,0.5627124955087676,0.4906118790259079,0.5023361473361935,0.2739772155653261,0.2278620943113223,0.21661366321901177,0.21661366321901177,0.2739772155653261,0.0680867907038293,0.05736355234631431,0.05736355234631431,0.5,5.244366756881114,0.9721871049304678
8,bbob.attractive_sector_2,bbob.attractive_sector,2,18,12,suitability_ext,-0.07717130487727686,175472.6449410814,8247.56124928594,9812.474472999484,1.1897425404205433,0.5769105202117459,0.4917220550521718,1.386406185922645,0.9972655990195958,1.1089948850957552,0.8671894702212479,2.0,,,0.7549456520257458,0.5654159347533259,,,0.7729416539939291,0.5305680690636211,,,-1.4174559543570728,-2.5137434860666885,,,-1.2827842117121246,-2.652093085636336,0.7737056144690831,5.210210210210209,30866.649433372746,4.589589589589589,0.5,1.0,1.0,0.3333333333333333,1.0,0.7082715080068708,0.7075301094320671,0.9999999990068725,0.47328250362568797,0.08418015400167202,0.1330785227025383,0.1461256322856026,0.31647545019116957,0.7158108216885501,0.8213154148711896,0.9077671957708591,26.0,77.0,105.0,128.0,164.0,0.4458706976068294,0.5125466364317669,0.2533103122004842,0.0,0.25855309789992487,0.030783488640271018,0.0,0.0,0.683177618425183,0.1576077763486995,0.25855309789992487,1.14086358935009,0.06131754102904959,0.019996094518803634,1.14086358935009,0.6232597935891219,0.6969888874302359,0.6080909237759873,0.577076198161053,0.6969888874302359,0.6005736988144261,0.554177177925785,0.5342003015158212,0.25855309789992487,0.1863253485888262,0.1657251825928003,0.1657251825928003,0.25855309789992487,0.10301123795136971,0.09282791530712459,0.09282791530712459,0.5,5.28772362063744,0.9717086834733893
9,bbob.attractive_sector_2,bbob.attractive_sector,2,19,12,suitability_ext,-0.0976713993051499,169307.536809482,4950.532536581555,6713.610304666749,1.3561390123299009,0.5892394037288552,0.47625125082582154,1.4481501034994333,0.996646159203086,1.1907440454528524,1.1052179237727993,2.0,,,0.7562096524339578,0.5663626068355082,,,0.7729416539939291,0.5305680690636211,,,-1.407787608942324,-2.5040751406519397,,,-1.2827842117121246,-2.652093085636336,0.873425559953977,5.210210210210209,29476.062551248586,4.369369369369369,0.5882352941176471,1.0,1.0,0.3333333333333333,1.0,0.6769587469193458,0.6761509293573078,0.9999999989733629,0.4525914006732299,0.08910440277259084,0.12497636196340682,0.13743250510134447,0.27308574365411564,0.6492483003784028,0.7791259901858755,0.8785300988912225,16.0,85.0,108.0,129.0,170.0,0.4035023647458037,0.5048289902524397,0.24675318938697532,0.0,0.33059003230539313,0.02940167484140411,0.0,0.0,0.7111856128148407,0.1671166288464365,0.33059003230539313,1.1610460539945329,0.09511556617659868,0.020349835732407083,1.1610460539945329,0.6536426251039564,0.7076099248131229,0.623594069793333,0.5941708959069959,0.7213652463629721,0.5730343973088359,0.558284716595893,0.5450099747317133,0.33059003230539313,0.2385664056971724,0.21889094300443024,0.21889094300443024,0.33059003230539313,0.12142530144962486,0.11169908930096287,0.11169908930096287,0.5,5.38359666527604,0.9665071770334929
